Fighter,Result,Opponent,Event,Date,Method,Rounds,Time
Tiago dos Santos e Silva,loss,Rondinelli Rodrigues Gomes,Sep / 03 / 2011,Sep / 03 / 2011,Submission (Kneebar),3,1:28
Tiago dos Santos e Silva,win,Nilton Eduardo Silva dos Santos,WCC - W-Combat 14,Jul / 16 / 2011,TKO (Doctor Stoppage),1,5:00
Tiago dos Santos e Silva,NC,Danielson Gomes dos Santos,EF - Ecofight 13,May / 14 / 2011,No Contest,1,0:00
Tiago dos Santos e Silva,win,Caio Felipe Bittencourt da Silva,IMVT - Iron Man Vale Tudo 21,Feb / 05 / 2011,Decision (Split),3,5:00
Tiago dos Santos e Silva,win,Elielson Almeida,EF - Ecofight 12,Dec / 11 / 2010,TKO (Punches),1,2:43
Tiago dos Santos e Silva,draw,Alisson Deivid Rodrigues,Apr / 10 / 2010,Apr / 10 / 2010,Draw (Majority),3,5:00
Simey de Melo e Melo,win,Genison Lima Furtado,MF - Marques Fight 5,Jul / 15 / 2017,Submission (Rear-Naked Choke),1,4:13
Simey de Melo e Melo,loss,Oberdan Vieira Tenorio,Jul / 20 / 2013,Jul / 20 / 2013,Decision (Unanimous),3,5:00
Simey de Melo e Melo,win,Moises dos Anjos Maciel Jr.,EF - Equinocio Fight,Nov / 26 / 2011,TKO (Retirement),2,3:55
Simey de Melo e Melo,win,Rodrigo da Silva Aleixo,WCC - W-Combat 2,Sep / 15 / 2007,TKO (Punches),2,N/A
Simey de Melo e Melo,loss,Elielson Almeida,May / 10 / 2006,May / 10 / 2006,TKO (Corner Stoppage),1,5:00
Simey de Melo e Melo,win,Rubens Carvalho Sacramento,EFA - ExpoFight Amapa,Oct / 01 / 2013,TKO (Punches),3,1:23
Simey de Melo e Melo,draw,Oberdan Vieira Tenorio,Feb / 04 / 2012,Feb / 04 / 2012,Draw,3,5:00
Simey de Melo e Melo,win,Renan Carlos dos Santos Silva,GF - Golden Fight,Jul / 30 / 2011,TKO (Punches),2,3:40
Simey de Melo e Melo,win,Jimmy Lira Nascimento,MC - Minotauro Combat 1,Oct / 03 / 2009,Decision (Split),3,5:00
Simey de Melo e Melo,win,Marcio de Oliveira,WCC - W-Combat 1,Feb / 10 / 2007,Decision (Unanimous),3,5:00
Simey de Melo e Melo,win,Edinamar Aventureiro,IMVT - Iron Man Vale Tudo 10,May / 10 / 2006,Decision (Split),2,5:00
Marinho Moreira da Rocha,win,Johnathan Gamarra,CTF - Colisao Top Fight,Jun / 15 / 2013,TKO (Punches),1,1:05
Marinho Moreira da Rocha,win,Valdo Demolidor,CAMMA - Circuito Araguaia de MMA 4,Dec / 22 / 2012,KO (Punch),1,2:00
Marinho Moreira da Rocha,win,Erik Becker,AF - Arena Fight 5,May / 26 / 2012,TKO (Punches),1,3:34
Marinho Moreira da Rocha,win,Luis Sergio Melo Jr.,IMC - Iron Man Championship 9,Mar / 31 / 2011,Decision (Split),3,5:00
Marinho Moreira da Rocha,win,Alexandre Leao,Arena Fight 4 - Super GP,Jul / 29 / 2010,TKO (Punches),1,1:50
Marinho Moreira da Rocha,win,Gerian Silva Monteiro,SPF - Super Pitbull Fight,Apr / 16 / 2010,Submission (Rear-Naked Choke),1,4:02
Marinho Moreira da Rocha,win,Edvan Souza,SSC - Super Sal Combat,Jul / 25 / 2009,KO (Punches),2,4:00
Marinho Moreira da Rocha,loss,Julio Cesar de Almeida,Apr / 17 / 2009,Apr / 17 / 2009,Decision (Unanimous),3,5:00
Marinho Moreira da Rocha,win,Eduardo Dudu,VOF - Vila Of Fight,May / 28 / 2008,TKO (Punches),2,2:00
Marinho Moreira da Rocha,loss,Josenildo Rodrigues de Oliveira,Jan / 25 / 2007,Jan / 25 / 2007,Submission (Rear Naked Choke),1,0:00
Marinho Moreira da Rocha,win,Feinho Feinho,AF - Arena Fight 1,May / 27 / 2006,TKO,1,0:00
Marinho Moreira da Rocha,win,Alan Iglesias,Super Moto Circuit - Finals,Dec / 23 / 2005,Submission (Rear-Naked Choke),2,2:00
Marinho Moreira da Rocha,win,Anderson       Silva,Super Moto Circuit - Semifinals,Jan / 14 / 2005,KO (Punches),1,3:00
Marinho Moreira da Rocha,win,Marcelo Silva,Super Moto Circuit - Semifinals,Jan / 14 / 2005,TKO (Punches),3,0:00
Marinho Moreira da Rocha,win,Eliezer Ramos,SVTC - Super Vale Tudo Castanhal,Jun / 18 / 2004,TKO (Punches),2,3:00
Marinho Moreira da Rocha,win,James Silveira,AF - Arena Fight 6,May / 31 / 2014,TKO (Punches),3,2:30
Marinho Moreira da Rocha,win,Patrick Louzeiro,CAMMA - Circuito Araguaia de MMA 5,May / 29 / 2013,TKO (Punches),2,0:32
Marinho Moreira da Rocha,win,Feinho Feinho,CAMMA - Circuito Araguaia de MMA 3,Jul / 22 / 2012,TKO,1,0:00
Marinho Moreira da Rocha,win,Thiago Fernandes Lopes,SPF - Super Pitbull Fight,Jun / 13 / 2011,TKO (Punches),2,1:00
Marinho Moreira da Rocha,win,Christion Morais,Arena Fight 4 - Super GP,Jul / 29 / 2010,KO (Punches),1,4:00
Marinho Moreira da Rocha,loss,Iuri Alcantara,Nov / 20 / 2009,Nov / 20 / 2009,Submission (Triangle Choke),1,3:40
Marinho Moreira da Rocha,win,Leandro    Silva,ASF - Arena Super Fight 4,Jul / 03 / 2009,TKO (Punches),2,4:00
Marinho Moreira da Rocha,win,Gerian Silva Monteiro,XCDVT - XC Demolidor Vale Tudo,Dec / 08 / 2008,TKO (Punches),1,3:45
Marinho Moreira da Rocha,win,Adriano Moreira Goncalves de Queiroz,MF - Mega Fight,Aug / 19 / 2006,Decision (Unanimous),3,5:00
Marinho Moreira da Rocha,win,Eliezer Ramos,Super Moto Circuit - Finals,Dec / 23 / 2005,TKO (Punches),2,3:00
Marinho Moreira da Rocha,win,Rodrigo Lobo Mal,SVTA 3 - Super Vale Tudo Araguaia 3,Jul / 09 / 2005,KO (Punches),1,1:00
Marinho Moreira da Rocha,win,Jolivan Serapio,Super Moto Circuit - Semifinals,Jan / 14 / 2005,Submission (Rear-Naked Choke),2,2:30
Marinho Moreira da Rocha,win,Ezenilton Madiboo,SVTA 1 - Super Vale Tudo Araguaia 1,Jul / 17 / 2004,KO (Punches),1,3:00
Fernando Choque,loss,Carlos Cuba,Mar / 13 / 2004,Mar / 13 / 2004,TKO (Punches),1,3:00
Jose de Arimateia Mesquita dos Santos,win,Oberdan Vieira Tenorio,SNF Championship - Super Norte Fight,Oct / 11 / 2014,Decision (Unanimous),3,5:00
Jose de Arimateia Mesquita dos Santos,loss,Carlos Alexandre Pereira,Nov / 01 / 2012,Nov / 01 / 2012,Submission (Rear-Naked Choke),1,0:00
Jose de Arimateia Mesquita dos Santos,win,Alisson Deivid Rodrigues,GF - Golden Fight 3,Dec / 03 / 2011,TKO (Doctor Stoppage),2,3:39
Jose de Arimateia Mesquita dos Santos,win,Wellington Santiago Aracati,TE - Tropa de Elite 1,Sep / 03 / 2011,TKO (Punches),1,3:30
Jose de Arimateia Mesquita dos Santos,loss,Simao Melo da Silva,Jan / 15 / 2011,Jan / 15 / 2011,Decision (Unanimous),3,5:00
Jose de Arimateia Mesquita dos Santos,win,Hugo Botelho,EF 5 - Ecofight 5,Nov / 09 / 2008,TKO,1,0:00
Jose de Arimateia Mesquita dos Santos,win,Carlos Lima,MMA - Evolution 1,Jul / 05 / 2008,TKO (Punches),1,N/A
Jose de Arimateia Mesquita dos Santos,loss,Iuri Alcantara,Mar / 13 / 2004,Mar / 13 / 2004,Submission (Armbar),1,2:11
Jose de Arimateia Mesquita dos Santos,loss,Franciney Coelho de Freitas,Oct / 01 / 2013,Oct / 01 / 2013,TKO (Retirement),1,2:45
Jose de Arimateia Mesquita dos Santos,loss,Leonardo Nascimento Lucio,Feb / 04 / 2012,Feb / 04 / 2012,Submission (Inverted Arm-Triangle Choke),1,1:02
Jose de Arimateia Mesquita dos Santos,loss,Maurilio de Souza da Silva,Oct / 08 / 2011,Oct / 08 / 2011,Submission (Guillotine Choke),1,0:00
Jose de Arimateia Mesquita dos Santos,win,Wellington Santiago Aracati,MMA - Macapa Martial Arts,Apr / 09 / 2011,TKO (Slam),2,3:20
Jose de Arimateia Mesquita dos Santos,loss,Diego Santos,Nov / 06 / 2008,Nov / 06 / 2008,Submission (Triangle Choke),1,3:40
Jose de Arimateia Mesquita dos Santos,win,Oberdan de Oliveira dos Santos,TCVT - Thai Combat de Vale Tudo 2,Dec / 09 / 2006,Submission (Guillotine Choke),2,0:00
Jose de Arimateia Mesquita dos Santos,loss,Guilherme Silva dos Anjos,Nov / 05 / 2005,Nov / 05 / 2005,Submission (Armbar),1,4:14
Jose de Arimateia Mesquita dos Santos,win,Simao Melo da Silva,IMVT - Iron Man Vale Tudo 7,Jun / 11 / 2005,KO (Head Kick),1,4:40
Jose de Arimateia Mesquita dos Santos,win,Alberto Matos de Lima,FCVT - Fort Combat Vale Tudo,Apr / 05 / 2003,Submission,3,0:00
Michel Addario Bastos,loss,Samuel Trindade,Aug / 04 / 2013,Aug / 04 / 2013,TKO,1,3:02
Michel Addario Bastos,win,Danielson Gomes dos Santos,WCC - W-Combat 14,Jul / 16 / 2011,Submission (Guillotine Choke),2,2:20
Michel Addario Bastos,win,Danielson Gomes dos Santos,WCC - W-Combat,Feb / 19 / 2011,Decision (Unanimous),3,5:00
Michel Addario Bastos,loss,Rondinelli Rodrigues Gomes,Jun / 10 / 2010,Jun / 10 / 2010,Submission (Punches),3,4:32
Michel Addario Bastos,loss,Carlos Antonio de Souza,Mar / 11 / 2010,Mar / 11 / 2010,TKO (Punches),2,2:32
Michel Addario Bastos,win,Ulisses Buda,MF - Midway Fight,Dec / 18 / 2009,TKO (Punches),1,3:09
Michel Addario Bastos,loss,John Teixeira,Apr / 19 / 2009,Apr / 19 / 2009,Decision (Unanimous),3,5:00
Michel Addario Bastos,loss,Iliarde Santos,Jun / 26 / 2008,Jun / 26 / 2008,Submission (Kneebar),1,0:00
Michel Addario Bastos,win,Paulo Marituba,SF - Super Fight Barcarena,Jan / 06 / 2008,TKO,1,0:00
Michel Addario Bastos,win,Marcos Freitas,MCF - Mega Champion Fight 2,Nov / 10 / 2007,Submission (Armbar),1,3:01
Michel Addario Bastos,win,Leo Ceara,SF - Super Fight Tucurui,Oct / 06 / 2007,Submission,3,0:00
Michel Addario Bastos,win,Robson Da Silva Cavalcante,Predador FC 4 - Kamae,Jan / 25 / 2007,Decision (Unanimous),3,5:00
Michel Addario Bastos,win,Roniclei Araujo,MF - Mega Fight,Aug / 19 / 2006,Submission (Armbar),1,2:49
Michel Addario Bastos,loss,Iuri Alcantara,May / 06 / 2006,May / 06 / 2006,TKO (Punches),2,2:40
Michel Addario Bastos,win,Roniclei Araujo,SVTA 3 - Super Vale Tudo Araguaia 3,Jul / 09 / 2005,Submission (Rear-Naked Choke),1,2:00
Michel Addario Bastos,win,Alcenir Lima,FC - Full Challenge,Mar / 21 / 2003,TKO,1,0:00
Michel Addario Bastos,win,Alberto Matos de Lima,FCVT - Fort Combat Vale Tudo,Feb / 13 / 2002,TKO (Punches),1,0:00
Michel Addario Bastos,win,Fabiano Silva,UFF - Ultimate Finus Fighting 2,Nov / 06 / 2010,Submission (Guillotine Choke),2,2:30
Michel Addario Bastos,win,Miguel dos Santos Barros,Sal Combat 5 - Seek and Destroy,Feb / 06 / 2010,Submission (Guillotine Choke),2,3:15
Michel Addario Bastos,loss,Guilherme Matos Rodrigues,Nov / 20 / 2009,Nov / 20 / 2009,Decision (Split),3,5:00
Michel Addario Bastos,loss,Rafael Carvalho,Jul / 04 / 2009,Jul / 04 / 2009,Decision (Unanimous),3,5:00
Michel Addario Bastos,win,Maiko Silva,IMC - Iron Man Championship 1,Nov / 13 / 2008,Submission (Triangle Choke),1,4:12
Michel Addario Bastos,win,Robson Da Silva Cavalcante,AF - Arena Fight 3,Jul / 12 / 2008,Decision (Unanimous),3,5:00
Michel Addario Bastos,win,Elielson Almeida,DDG - Desafio de Gigantes 9,Mar / 02 / 2008,TKO (Retirement),2,0:00
Michel Addario Bastos,loss,Adriano Martins,Oct / 13 / 2007,Oct / 13 / 2007,TKO,1,4:24
Michel Addario Bastos,win,Anderson Gleison Rodrigues,AF - Amapa Fight,May / 19 / 2007,TKO,1,0:00
Michel Addario Bastos,loss,Elielson Almeida,Dec / 09 / 2006,Dec / 09 / 2006,TKO (Punches),1,3:05
Michel Addario Bastos,win,Janjao Pitbull,AF - Arena Fight 1,May / 27 / 2006,Decision (Unanimous),3,5:00
Michel Addario Bastos,loss,Diego Brandao,Oct / 01 / 2005,Oct / 01 / 2005,Submission,3,3:20
Michel Addario Bastos,win,Cristiano Tornado,Super Combate - MMA Fight,Sep / 13 / 2003,Decision (Unanimous),3,5:00
Michel Addario Bastos,win,Gerson Cordeiro,SVT - Super Vale Tudo 1,Mar / 10 / 2002,DQ,2,0:00
Luis Santos,loss,James Nakashima,Apr / 12 / 2019,Apr / 12 / 2019,TKO (Knee Injury),2,0:56
Luis Santos,loss,Tyler McGuire,Jul / 13 / 2018,Jul / 13 / 2018,Decision (Unanimous),3,5:00
Luis Santos,loss,Zebaztian Kadestam,May / 26 / 2017,May / 26 / 2017,KO (Knees),3,2:18
Luis Santos,win,Rafael Silva,One Championship 39 - Tribe of Warriors,Feb / 20 / 2016,TKO (Knee and Soccer Kicks),1,1:17
Luis Santos,win,Bakhtiyar Abbasov,One FC 22 - Battle of Lions,Nov / 07 / 2014,TKO (Submission to Punches),1,0:53
Luis Santos,win,Edilson Franca,Inka FC 24 - Inka Fighting Championship 24,Oct / 23 / 2013,Submission (Kneebar),1,3:00
Luis Santos,win,Shamar Bailey,XFC 23 - Louisville Slugfest,Apr / 19 / 2013,TKO (Punches),1,1:02
Luis Santos,draw,Carlos Alexandre Pereira,AF - Amazon Fight 8,May / 27 / 2011,Draw,3,5:00
Luis Santos,win,Dave Lehr Cochran,RTP - Rumble Time Promotions,Apr / 15 / 2011,TKO (Punches),1,0:46
Luis Santos,win,Ivan Jorge,AF - Amazon Fight 5,Oct / 14 / 2010,KO (Knee),1,0:52
Luis Santos,win,Yuri Fraga,AF - Amazon Fight 3,May / 13 / 2010,KO (Punch),1,0:00
Luis Santos,win,Shelton Arnaldo,SF - Nocaute Super Fight,Apr / 17 / 2009,TKO (Punches),1,1:20
Luis Santos,win,Wellington Penelva,DFC - Dragon Fight Championship,Nov / 28 / 2008,KO (Punches),1,3:00
Luis Santos,loss,Daniel Trindade,Sep / 14 / 2008,Sep / 14 / 2008,Decision (Split),3,5:00
Luis Santos,win,Rodrigo Ferreira,Badboy - Super Fight Nocaute,Apr / 12 / 2007,KO,1,0:00
Luis Santos,win,Menix Belchoir,MF - Midway Fight,Dec / 14 / 2006,KO,1,0:00
Luis Santos,win,Josenildo Rodrigues de Oliveira,MF - Midway Fight,Oct / 05 / 2006,Decision (Unanimous),3,5:00
Luis Santos,win,Andre Ricardo dos Santos Goncalves,MF - Midway Fight,Jun / 29 / 2006,Decision (Unanimous),3,5:00
Luis Santos,win,Celio Santos,CDL - Clube da Luta 5,May / 28 / 2006,TKO (Doctor Stoppage),1,0:45
Luis Santos,win,Alexandre Nunes Brandao,SC - Super Combat,Apr / 21 / 2006,Decision (Unanimous),3,5:00
Luis Santos,win,Ildemar Alcantara,MCVT - Mega Combat Vale Tudo,Oct / 01 / 2005,Decision (Unanimous),3,5:00
Luis Santos,win,Edvan Souza,WC - World Combat 4,Aug / 05 / 2005,TKO (Submission to Punches),1,2:15
Luis Santos,loss,Ildemar Alcantara,Jun / 11 / 2005,Jun / 11 / 2005,Submission (Triangle Choke),2,4:51
Luis Santos,win,Gabriel Castro,RC 1 - Roraima Combat 1,Apr / 08 / 2005,KO,1,0:00
Luis Santos,win,George Ricardo Bessa dos Santos,UCVT - Ultimate Combat Vale Tudo,Nov / 09 / 2004,KO,2,2:56
Luis Santos,win,Savio Maia,Desafio - Interestadual Estrela,Oct / 08 / 2004,KO,2,3:00
Luis Santos,win,Rosinaldo Costa,Desafio - Physical Vale Tudo,Apr / 11 / 2004,KO,2,0:00
Luis Santos,loss,Simao Melo da Silva,Jan / 10 / 2004,Jan / 10 / 2004,TKO (Submission to Punches),2,0:00
Luis Santos,win,Luiz Falcao,Super Combate - MMA Fight,Sep / 13 / 2003,Decision (Unanimous),3,5:00
Luis Santos,win,Alex Karate,NNEVTC - North-Northeast Vale Tudo Championship,May / 10 / 2003,TKO (Punches),1,3:40
Luis Santos,win,Wellington Geraldo de Oliveira,SVT - Super Vale Tudo 3,Feb / 14 / 2003,KO,1,0:00
Luis Santos,win,Claudio Indio Guerreiro,PF - Piaui Fight,Jun / 10 / 2001,Submission (Armbar),1,3:50
Luis Santos,win,Rerison Araujo,TOF - Tournament of Gladiators 5,Mar / 10 / 2000,Submission (Rear-Naked Choke),1,4:30
Luis Santos,win,Felix Felix,TOF - Tournament of Gladiators 5,Mar / 10 / 2000,TKO (Punches),1,3:40
Luis Santos,win,Daichi Abe,One Championship - Pursuit of Greatness,Oct / 26 / 2018,KO (Body Kick),1,0:33
Luis Santos,win,Igor Svirid,One Championship - Titles and Titans,Aug / 27 / 2016,Decision (Unanimous),3,5:00
Luis Santos,win,Alfredo Morales,XFCI - XFC International 3,Mar / 29 / 2014,KO (Front Kick),3,1:34
Luis Santos,win,Justin Davis,XFC 26 - Night of Champions 3,Oct / 18 / 2013,KO (Head Kick and Punches),1,0:33
Luis Santos,win,Sebastian Latorre,Smash - Smash Fight,May / 03 / 2013,TKO (Knee and Punches),1,0:22
Luis Santos,loss,Ryan Ford,May / 04 / 2012,May / 04 / 2012,TKO (Knee and Punches),2,1:24
Luis Santos,win,Dan Hornbuckle,BFC - Bellator Fighting Championships 49,Sep / 10 / 2011,Decision (Unanimous),3,5:00
Luis Santos,win,Nicolae Cury,BFC - Bellator Fighting Championships 45,May / 21 / 2011,Decision (Unanimous),3,5:00
Luis Santos,win,William Dias,MSF - Master Super Fight,Dec / 15 / 2010,Decision (Unanimous),3,5:00
Luis Santos,win,Pedro Irie,AF - Amazon Fight 4,Aug / 13 / 2010,Submission (Arm-Triangle Choke),2,3:59
Luis Santos,win,Johnny Vigo,AF - Amazon Fight 2,Mar / 04 / 2010,TKO (Punches),2,0:00
Luis Santos,loss,Adriano Martins,May / 09 / 2009,May / 09 / 2009,Decision (Split),3,5:00
Luis Santos,win,Norberto dos Santos Neres,HSF - Hiro Super Fight 13,Mar / 13 / 2009,Decision (Unanimous),3,5:00
Luis Santos,win,Predador do Maranhao,SF - Super Fight Belem,Nov / 06 / 2008,KO (Punches),1,1:10
Luis Santos,win,Pedro Paulo dos Santos,KJC - The King of Jungle Championship 1,Aug / 28 / 2008,Decision (Unanimous),3,5:00
Luis Santos,loss,Carlos Alexandre Pereira,Dec / 20 / 2007,Dec / 20 / 2007,Decision (Unanimous),3,5:00
Luis Santos,win,Shelton Arnaldo,DDT - Duelo de Titas,Nov / 15 / 2006,TKO (Elbows),2,3:20
Luis Santos,loss,Yoshiyuki Yoshida,Aug / 15 / 2006,Aug / 15 / 2006,TKO (Corner Stoppage),1,5:00
Luis Santos,win,Messias Messias,SVT - Super Vale Tudo 4,Jun / 13 / 2006,KO,2,0:00
Luis Santos,win,David Cubas,GC 2 - El Choque,May / 12 / 2006,Decision (Unanimous),3,5:00
Luis Santos,win,Gabriel Castro,RK - Roraima Kombat,Apr / 08 / 2006,KO (Knee),1,1:30
Luis Santos,win,Aloisio Freitas Neto,RC 2 - Roraima Combat 2,Dec / 12 / 2005,Decision (Unanimous),3,5:00
Luis Santos,win,Gerson Cordeiro,UCVT - Ultimate Combat Vale Tudo,Sep / 10 / 2005,Submission,3,0:00
Luis Santos,win,Joel Leao,SRVT - Super Radikal Vale Tudo,Jul / 21 / 2005,KO,1,0:00
Luis Santos,win,George Ricardo Bessa dos Santos,WC - World Combat 3,May / 13 / 2005,Submission,2,3:40
Luis Santos,win,Junior Eladio,WC - World Combat 2,Mar / 04 / 2005,KO,1,0:00
Luis Santos,win,Marcio Bomba,SDDS - Super Desafio do Sal Vale Tudo,Nov / 08 / 2004,KO,1,3:40
Luis Santos,win,Joao Bosco,Desafio - Physical Vale Tudo,Jun / 12 / 2004,Submission,2,0:00
Luis Santos,win,Unknown Fighter,Desafio - Physical Vale Tudo,Apr / 11 / 2004,Submission,2,0:00
Luis Santos,win,Damian Damian,UCVT - Ultimate Combat Vale Tudo,Sep / 16 / 2003,KO,2,0:00
Luis Santos,win,Fabiano Rabugento,SDDS - Super Desafio do Sal Vale Tudo,Jul / 19 / 2003,TKO (Retirement),1,3:50
Luis Santos,win,Fabio Fabio,FCVT - Fort Combat Vale Tudo,Apr / 05 / 2003,Submission,1,0:00
Luis Santos,win,Claudio do Boxe,Badboy - Acai Fight,Mar / 16 / 2002,Submission,1,0:00
Luis Santos,win,Ronaldo Marcio Azevedo,Badboy - Rider de Vale Tudo,Nov / 01 / 2000,TKO (Punches),3,0:00
Luis Santos,win,Montanha Montanha,TOF - Tournament of Gladiators 5,Mar / 10 / 2000,TKO (Punches),1,4:00
Marcio Pereira,loss,Jose Heraldo De Souza Alves,May / 30 / 2019,May / 30 / 2019,Submission (Armbar),1,1:4
Marcio Pereira,loss,Altair Alencar,Feb / 18 / 2012,Feb / 18 / 2012,TKO (Punches),1,0:48
Marcio Pereira,win,Erick Capu,SFMMA 1 - Show Fight MMA 1,May / 13 / 2011,TKO (Punches),1,4:16
Marcio Pereira,win,Henrique Grande,IRY - Icoaraci Rematch of the Year,Dec / 18 / 2010,Submission (Rear-Naked Choke),1,4:09
Marcio Pereira,loss,Hugo Bernard Leite da Silva,Oct / 25 / 2019,Oct / 25 / 2019,TKO (Punches),1,1:51
Marcio Pereira,loss,Denilson Mendonca Souza,Dec / 09 / 2017,Dec / 09 / 2017,Decision (Unanimous),3,5:00
Marcio Pereira,loss,Thiago Luis Nascimento,Jun / 26 / 2014,Jun / 26 / 2014,Submission (Rear-Naked Choke),1,4:58
Marcio Pereira,win,Joao Joao,CFC - Champions Fight Combat,Nov / 18 / 2011,Submission,3,4:23
Marcio Pereira,win,Fabiano Siqueira,KOCI - Knock Out Combat Icoaraci,Mar / 17 / 2011,KO,2,0:33
Marcio Pereira,win,Carlos Junior,JOF - Jurunense Open Fight MMA 3,Sep / 30 / 2010,Submission (Guillotine Choke),1,3:02
Dimitry Zebroski,win,Joao Batista Aquino de Oliveira,TAURA MMA - 2,Nov / 25 / 2017,Submission (Armbar),2,2:49
Dimitry Zebroski,win,Silas Robson de Oliveira,Jorge Velho Team - JVT Championship 12,May / 20 / 2017,TKO (Punches),1,4:31
Dimitry Zebroski,win,Silas Robson de Oliveira,Jorge Velho Team - JVT Championship 10,May / 14 / 2016,Decision (Unanimous),3,5:00
Dimitry Zebroski,loss,Ibragim Tibilov,Mar / 29 / 2015,Mar / 29 / 2015,Decision (Unanimous),3,5:00
Dimitry Zebroski,win,Yuri Izotov,ProFC 54 - Challenge of Champions,Sep / 07 / 2014,Decision (Unanimous),3,5:00
Dimitry Zebroski,win,Diovane Ribeiro,GF - Golden Fighters 8,Dec / 12 / 2013,TKO (Punches),1,0:00
Dimitry Zebroski,win,Igor Egorov,ProFC 49 - Resurrection,Jul / 04 / 2013,TKO (Punches),3,0:40
Dimitry Zebroski,win,Agustin Acuna,JF - Jungle Fight 44,Oct / 27 / 2012,TKO (Knee and Punches),1,1:05
Dimitry Zebroski,win,Rafael Kaiser,Golden Fighters 3 - War South,Jun / 30 / 2012,Submission (Armbar),1,4:56
Dimitry Zebroski,win,Bruno da Rosa,X-Fest - MMA 2012,Apr / 14 / 2012,Decision (Unanimous),3,5:00
Dimitry Zebroski,draw,Bruno da Rosa,Dec / 03 / 2011,Dec / 03 / 2011,Draw (Split),3,5:00
Dimitry Zebroski,loss,Elder Lara,Sep / 03 / 2011,Sep / 03 / 2011,KO (Punches),1,0:00
Dimitry Zebroski,win,Elder Lara,BOF - Bage Open Fight,May / 14 / 2011,TKO (Punches),1,3:23
Dimitry Zebroski,loss,Aslambek Arsamikov,Apr / 22 / 2018,Apr / 22 / 2018,Decision (Unanimous),3,5:00
Dimitry Zebroski,win,Nelson Velasques,MF - Moinhos Fight,Nov / 11 / 2017,TKO (Punches),1,4:14
Dimitry Zebroski,win,Edimar Teixeira,Jorge Velho Team - JVT Championship 9,Oct / 17 / 2015,KO,1,2:31
Dimitry Zebroski,loss,Nikolay Aleksakhin,Nov / 22 / 2014,Nov / 22 / 2014,Decision (Unanimous),3,5:00
Dimitry Zebroski,loss,Akhmed Aliev,Apr / 06 / 2014,Apr / 06 / 2014,KO (Punches),2,3:42
Dimitry Zebroski,loss,David Khachatryan,Oct / 16 / 2013,Oct / 16 / 2013,Decision (Unanimous),3,5:00
Dimitry Zebroski,win,Carlos Alexandre,Jorge Velho Team - JVT Championship 4,May / 18 / 2013,Decision (Unanimous),3,5:00
Dimitry Zebroski,loss,Sean Peters,Dec / 21 / 2012,Dec / 21 / 2012,Decision (Unanimous),3,5:00
Dimitry Zebroski,loss,Willian Ricardo Coelho,Sep / 15 / 2012,Sep / 15 / 2012,Submission (Armbar),2,0:00
Dimitry Zebroski,loss,Leandro Frois,May / 12 / 2012,May / 12 / 2012,Submission (Armbar),1,1:26
Dimitry Zebroski,win,Marcos dos Santos,FEC - Fighter Extreme Championship 3,Feb / 04 / 2012,TKO (Punches),2,2:38
Dimitry Zebroski,win,Alex Spencer,FEC - Fighter Extreme Championship,Jul / 02 / 2011,KO (Punch),1,1:03
Dimitry Zebroski,win,Tiago Castro,PFS - Pride Fight Show,Nov / 20 / 2010,Submission (Rear-Naked Choke),1,1:30
Caio Robson Silva,win,Carlos Alberto Figueiredo,SPF / PSF - Super Pitbull Fight 6,Dec / 08 / 2018,Submission (Kimura),2,03:12
Caio Robson Silva,loss,Paulo Henrique Garcia Rodrigues,Oct / 05 / 2017,Oct / 05 / 2017,Submission (Arm-Triangle Choke),2,2:30
Caio Robson Silva,win,Paulo Renato Jr.,CGT - Combat Guerreiros Thai 3,Dec / 13 / 2014,Submission (Guillotine Choke),1,2:18
Caio Robson Silva,win,Joao Paulo Silva,NTC - NT Combat,Dec / 30 / 2013,TKO,1,2:40
Caio Robson Silva,loss,Juscelino Ferreira Caetano,Feb / 17 / 2012,Feb / 17 / 2012,TKO (Punches),2,4:00
Caio Robson Silva,win,Turiba Frances,JOF - Jurunense Open Fight MMA 2,Apr / 22 / 2010,Submission (Armbar),1,4:20
Caio Robson Silva,win,Fernando Detento,SC - Super Combat 6,Feb / 12 / 2010,Submission (Kimura),3,1:10
Caio Robson Silva,draw,Diogenes Caco,Dec / 27 / 2005,Dec / 27 / 2005,Draw,3,5:00
Caio Robson Silva,win,Tanquinho Tanquinho,TF - Tremores Fight,May / 13 / 2005,Decision (Unanimous),3,5:00
Caio Robson Silva,loss,Raimundo Reginaldo Brito Chaves,Apr / 28 / 2018,Apr / 28 / 2018,TKO,1,N/A
Caio Robson Silva,loss,Michel Pereira,May / 31 / 2014,May / 31 / 2014,TKO (Retirement),1,5:00
Caio Robson Silva,win,Fabio Junior,GK 2 - Guama Kombat 2,Apr / 20 / 2013,KO (Punch),1,1:00
